step,epoch,loss,eval_loss,learning_rate
10,0.1288244766505636,1.523745632171631,,4.8960687061456324e-05
20,0.2576489533011272,0.5365518093109131,,4.4077101704995166e-05
30,0.3864734299516908,0.5600397109985351,,3.597991472118426e-05
40,0.5152979066022544,0.42197980880737307,,2.6033124356220328e-05
50,0.644122383252818,0.44431052207946775,,1.591230073590425e-05
60,0.7729468599033816,0.35734782218933103,,7.3223304703363135e-06
70,0.9017713365539453,0.3404660224914551,,1.710222798718028e-06
78,1.0,,0.44044533371925354,
78,1.0,,,
