clip_ratio/high_max,clip_ratio/high_mean,clip_ratio/low_mean,clip_ratio/low_min,clip_ratio/region_mean,completions/clipped_ratio,completions/max_length,completions/max_terminated_length,completions/mean_length,completions/mean_terminated_length,completions/min_length,completions/min_terminated_length,entropy,epoch,frac_reward_zero_std,grad_norm,kl,learning_rate,loss,num_tokens,reward,reward_std,rewards/multimodal_verifiable_reward/mean,rewards/multimodal_verifiable_reward/std,step,step_time,total_flos,train_loss,train_runtime,train_samples_per_second,train_steps_per_second
0.0,0.0,0.0,0.0,0.0,0.05,8.25,6.65,8.0,6.4,7.75,6.15,0.6405266646295786,0.24444444444444444,0.75,0.034912109375,0.0037932231635977587,2.75e-07,0.00897931531071663,240623.0,0.2865257654339075,0.10914608668535948,0.2865257654339075,0.10914608668535948,55,6.947562623769045,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,7.2,7.2,6.75,6.75,6.3,6.3,0.7518248949199915,0.26666666666666666,0.5,1.7421875,0.0021413176707483217,2.5416666666666663e-07,0.015761639177799224,262289.0,0.39208333268761636,0.24218406826257705,0.39208333268761636,0.24218406826257705,60,7.146541969478131,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,6.15,6.15,5.75,5.75,5.35,5.35,0.6199262401089072,0.28888888888888886,0.75,2.109375,0.002079264149966775,2.3333333333333333e-07,-0.0069851547479629515,283739.0,0.4552083358168602,0.13935896009206772,0.4552083358168602,0.13935896009206772,65,6.7041493024677035,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,6.4,6.4,6.025,6.025,5.65,5.65,0.778914719261229,0.3111111111111111,0.75,2.671875,0.0045897994514149335,2.1249999999999998e-07,-0.001675439067184925,305628.0,0.2433333344757557,0.09428090378642082,0.2433333344757557,0.09428090378642082,70,6.755579314380884,,,,,
0.0,0.0,0.0,0.0,0.0,0.075,9.8,8.3,8.825,8.075,7.85,7.85,0.6278696209192276,0.3333333333333333,0.65,1.796875,0.00264346659646435,1.9166666666666668e-07,-0.032363486289978025,327613.0,0.3603237193077803,0.12136097755283118,0.3603237193077803,0.12136097755283118,75,7.433019002526999,,,,,
0.0,0.0,0.0,0.0,0.0,0.075,12.85,10.55,10.85,9.7,8.85,8.85,0.7823451472446322,0.35555555555555557,0.5,4.34375,0.003254943339900773,1.7083333333333332e-07,0.012047944962978363,349399.0,0.25500061064958573,0.204909009905532,0.25500061064958573,0.204909009905532,80,7.583211749792099,,,,,
0.0,0.0,0.0,0.0,0.0,0.075,9.65,6.95,8.075,6.725,6.5,6.5,0.6455089958384633,0.37777777777777777,0.75,0.7734375,0.0015102288281923393,1.5e-07,-0.03099307417869568,370344.0,0.23975000008940697,0.11985459737479687,0.23975000008940697,0.11985459737479687,85,6.87572753559798,,,,,
0.0,0.0,0.0,0.0,0.0,0.05,9.35,7.05,7.825,6.675,6.3,6.3,0.7229266125243157,0.4,0.65,2.671875,0.00218407233709641,1.2916666666666667e-07,-0.03560269474983215,393027.0,0.4288154188543558,0.10615853182971477,0.4288154188543558,0.10615853182971477,90,7.409523829072714,,,,,
0.0,0.0,0.0,0.0,0.0,0.025,7.15,6.6,6.15,5.875,5.15,5.15,0.6957928575575352,0.4222222222222222,0.65,2.59375,0.002864182176176655,1.0833333333333334e-07,-0.030811095237731935,414869.0,0.3585369918495417,0.15972763122990727,0.3585369918495417,0.15972763122990727,95,6.88604058790952,,,,,
0.0,0.0,0.0,0.0,0.0,0.075,9.4,7.55,8.525,6.8,7.65,6.05,0.7934433352202177,0.4444444444444444,0.6,1.2578125,0.00115535718309685,8.75e-08,0.026727724075317382,435818.0,0.44975052028894424,0.18507553525269033,0.44975052028894424,0.18507553525269033,100,7.100105824135244,,,,,
0.0,0.0,0.0,0.0,0.0,0.025,9.8,8.8,8.325,7.825,6.85,6.85,0.770715705677867,0.4666666666666667,0.75,0.0093994140625,0.0018985096823416648,6.666666666666667e-08,0.008773624151945113,456927.0,0.2329030603170395,0.06556307971477508,0.2329030603170395,0.06556307971477508,105,7.006714957021177,,,,,
0.0,0.0,0.0,0.0,0.0,0.075,11.0,8.05,9.35,7.875,7.7,7.7,0.5730820673517882,0.4888888888888889,0.65,3.515625,0.0008925105930437383,4.583333333333333e-08,-0.03377737402915955,478989.0,0.4000385858118534,0.10448945676907898,0.4000385858118534,0.10448945676907898,110,7.607699952088296,,,,,
0.0,0.0,0.0,0.0,0.0,0.05,8.45,6.85,8.225,6.625,8.0,6.4,0.8837047446519136,0.5111111111111111,0.7,2.21875,0.002970262443886895,2.5e-08,0.004827200621366501,500992.0,0.3152989141643047,0.06518106870353221,0.3152989141643047,0.06518106870353221,115,7.1670466648414735,,,,,
0.0,0.0,0.0,0.0,0.0,0.025,7.6,6.9,6.725,6.375,5.85,5.85,0.8272942565381527,0.5333333333333333,0.5,0.005035400390625,0.001315469548745085,4.166666666666667e-09,-0.014884018898010254,523881.0,0.2950326992198825,0.1916078958660364,0.2950326992198825,0.1916078958660364,120,7.337419487908482,,,,,
,,,,,,,,,,,,,0.5333333333333333,,,,,,,,,,,120,,0.0,-0.008316843710296477,883.2338,1.087,0.136
